Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action,Best_Match_Action,SimilarityScore
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,CollectionPoint,updateDetails,"+ updateDetails (newName : String, newType : PointType, newAddress : Address, newOperatingHours : OpeningHours[], newPosition : Coordinates)",False,,,Update service provider details,0.37607622146606445
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,CollectionPoint,validateDetails,+ validateDetails () : ValidationResult,False,,,Validate product listing details,0.5960857272148132
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,CollectionRequest,markAsCollected,+ markAsCollected (),False,,,Update request status to collected,0.6094991564750671
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,notifyProvidersOfNewRequest,+ notifyProvidersOfNewRequest (request : ServiceRequest),False,,,Notify user of request acceptance,0.5888192653656006
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendAccountDeactivationNotification,+ sendAccountDeactivationNotification (userProfile : UserProfile),False,,,Send account deactivation confirmation email,0.7793058156967163
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendAccountLockedNotification,+ sendAccountLockedNotification (userProfile : UserProfile),False,,,Notify user of password reset confirmation,0.5088530778884888
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendEmailVerificationRequest,"+ sendEmailVerificationRequest (userProfile : UserProfile, token : String)",False,,,Send verification email,0.7086977362632751
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendPasswordResetConfirmation,+ sendPasswordResetConfirmation (userProfile : UserProfile),False,,,Notify user of password reset confirmation,0.8200721740722656
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendPasswordResetRequest,"+ sendPasswordResetRequest (userProfile : UserProfile, token : String)",False,,,Send password reset link email,0.7448843717575073
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendProviderProfileUpdateNotification,+ sendProviderProfileUpdateNotification (serviceProvider : ServiceProvider),False,,,Notify provider of status change,0.6715707778930664
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendRegistrationSuccessNotification,+ sendRegistrationSuccessNotification (userProfile : UserProfile),False,,,Confirm successful registration,0.6789282560348511
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendRequestAcceptedNotification,+ sendRequestAcceptedNotification (request : ServiceRequest),False,,,Notify user of request acceptance,0.7344048023223877
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,NotificationService,sendRequestCancelledNotification,"+ sendRequestCancelledNotification (request : ServiceRequest, recipientProfile : UserProfile)",False,,,Confirm cancellation (notification),0.6889176368713379
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,OpeningHours,isValid,+ isValid () : Boolean,False,,,Validate email format,0.36019882559776306
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,Product,publish,+ publish (),False,,,Submit service request,0.24882252514362335
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,Product,updateDetails,"+ updateDetails (newName : String, newDescription : String, newCategory : ProductCategory, newInventory : Integer)",False,,,Update service provider details,0.37607622146606445
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,Product,validateDetails,+ validateDetails () : ValidationResult,False,,,Validate product listing details,0.5960857272148132
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,RoleManager,assignServiceProviderRole,"+ assignServiceProviderRole (userAccount : UserAccount, companyName : String) : ValidationResult",False,,,Update service provider details,0.5804233551025391
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,RoleManager,canChangeRole,"+ canChangeRole (userAccount : UserAccount, newRole : UserRole, companyName : String_or_null) : ValidationResult",False,,,Assign role,0.5676693916320801
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,RoleManager,changeUserRole,"+ changeUserRole (userAccount : UserAccount, newRole : UserRole) : ValidationResult",False,,,Assign role,0.6528924107551575
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,RoutePlan,setWaypoints,+ setWaypoints (waypoints : Coordinates[]),False,,,Plan route,0.5724571943283081
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceProvider,updateCompanyName,+ updateCompanyName (newCompanyName : String),False,,,Update service provider details,0.492910236120224
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceProvider,updateServiceDetails,"+ updateServiceDetails (serviceAreas : String[], vehicleTypes : VehicleType[], availability : OpeningHours[])",False,,,Update service provider details,0.762648344039917
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceRequest,accept,"+ accept (provider : ServiceProvider, actualScheduledTime : TimeRange)",False,,,Accept transport request,0.5142236948013306
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceRequest,cancelByUser,+ cancelByUser (canceller : UserProfile) : boolean,False,,,Confirm cancellation (notification),0.6984894275665283
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceRequest,completeCollection,+ completeCollection (collectedLocation : Address),False,,,Accept collection request,0.3344728946685791
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceRequest,completeTransport,+ completeTransport (finalDestination : Address),False,,,Perform transport pickup,0.5283957719802856
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceRequest,decline,"+ decline (provider : ServiceProvider, reason : String)",False,,,Accept collection request,0.3425409495830536
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceRequest,proposeAlternativeTime,"+ proposeAlternativeTime (provider : ServiceProvider, newProposedTimeSlots : TimeRange[])",False,,,Indicate suitable timeslot for collection,0.4450782835483551
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceRequest,recordJourneyStageUpdate,"+ recordJourneyStageUpdate (stage : Stage, location : Address)",False,,,Get waste journey status,0.3824872374534607
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,ServiceRequest,schedule,"+ schedule (provider : ServiceProvider, time : TimeRange)",False,,,Schedule transport,0.4676181972026825
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,TimeRange,isValid,+ isValid () : Boolean,False,,,Validate email format,0.36019882559776306
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,TransportRequest,defineRoute,+ defineRoute (waypoints : Coordinates[]),False,,,Plan route,0.530285656452179
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,TransportRequest,markAsTransported,+ markAsTransported (finalLocation : Address),False,,,Perform transport pickup,0.40056487917900085
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserAccount,activateAccount,+ activateAccount (),False,,,Activate account,0.7768272161483765
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserAccount,lockAccount,+ lockAccount (),False,,,Deactivate account,0.5353866219520569
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserAccount,login,+ login (password : String) : LoginResultType,False,,,Record login timestamp,0.29822415113449097
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,checkPassword,+ checkPassword (passwordToVerify : String) : boolean,False,,,Validate password strength,0.5321552157402039
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,generateEmailVerificationToken,+ generateEmailVerificationToken () : String,False,,,Verify email,0.7751491665840149
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,False,,,Generate and store password reset token,0.9069103598594666
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,hasExceededMaxLoginAttempts,+ hasExceededMaxLoginAttempts () : boolean,False,,,Record login timestamp,0.3345882296562195
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,isPasswordResetTokenValid,+ isPasswordResetTokenValid (token : String) : boolean,False,,,Generate and store password reset token,0.7018482685089111
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,recordFailedLoginAttempt,+ recordFailedLoginAttempt (),False,,,Record login timestamp,0.5538492798805237
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,recordSuccessfulLogin,+ recordSuccessfulLogin (),False,,,Record login timestamp,0.6204972267150879
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,resetPassword,+ resetPassword (newEncryptedPassword : String),False,,,Send password reset link email,0.6045156717300415
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength (password : String) : ValidationResult,False,,,Validate password strength,0.8352875113487244
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserCredentials,verifyEmailToken,+ verifyEmailToken (token : String) : boolean,False,,,Verify email,0.8322811126708984
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserProfile,changeEmail,+ changeEmail (newEmail : String),False,,,Send account deactivation confirmation email,0.43109673261642456
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserProfile,markEmailAsVerified,+ markEmailAsVerified (),False,,,Verify email,0.6703215837478638
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserProfile,recordDeactivationReason,+ recordDeactivationReason (reason : String),False,,,Request account deactivation,0.5754083395004272
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserProfile,setRole,+ setRole (newRole : UserRole),False,,,Assign role,0.5574848651885986
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserProfile,updateProfileDetails,"+ updateProfileDetails (newName : String, newPhoneNumber : String, newAddress : Address)",False,,,Update user profile,0.7272965312004089
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserProfile,validateEmailFormat,+ validateEmailFormat (email : String) : ValidationResult,False,,,Validate email format,0.8446609973907471
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,UserProfile,validateProfileDetails,"+ validateProfileDetails (name : String, phoneNumber : String, address : Address) : ValidationResult",False,,,Validate profile updated data,0.6956759691238403
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,WasteJourney,addStage,"+ addStage (stage : Stage, location : Address)",False,,,Indicate suitable timeslot for collection,0.19235467910766602
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,WasteJourney,startJourney,+ startJourney (initialLocation : Address),False,,,Plan route,0.4056832492351532
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,WasteJourney,updateCurrentLocation,+ updateCurrentLocation (location : Address),False,,,Edit location,0.7219836115837097
Gemini-2.5-Pro-Preview-05-06,7,Gemini-2.5-Pro-Preview-05-06_run7.json,WasteJourney,updateStatus,+ updateStatus (newStatus : TrackingStatus),False,,,Update request status to completed,0.4599125385284424
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,RoleManager,assignRole,"+ assignRole (userProfile : UserProfile, newRole : UserRole)",True,21,Assign a new role to the user,Assign role,0.8493347764015198
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,ServiceProvider,updateCompanyProfile,+ updateCompanyProfile (companyName : String),True,18,Update service provider's company name,Update service provider details,0.6837873458862305
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,ServiceProvider,updateServiceDetails,"+ updateServiceDetails (serviceAreas : String[], vehicleTypes : VehicleType[], availability : OpeningHours[])",True,19,Update service-specific details (using example parameters),Update service provider details,0.6802690029144287
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,ServiceRequest,acceptRequest,"# acceptRequest (provider : ServiceProvider, scheduledTime : TimeRange)",False,,,Accept collection request,0.6810719966888428
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,ServiceRequest,cancel,+ cancel (cancellingUser : UserProfile),True,12,Cancel the service request,Cancel service request,0.7471903562545776
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,ServiceRequest,markAsCompleted,# markAsCompleted (),False,,,Update request status to completed,0.5858511924743652
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken () : String,True,3,Generate password reset token,Generate and store password reset token,0.9209668636322021
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserCredentials,recordFailedLoginAttempt,+ recordFailedLoginAttempt (),True,2,Increment failed login attempts,Record login timestamp,0.4857076108455658
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserCredentials,recordSuccessfulLogin,+ recordSuccessfulLogin (),True,2,Update last login date and reset failed attempts,Record login timestamp,0.578522801399231
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserCredentials,resetPassword,"+ resetPassword (newPassword : String, token : String)",True,3,Reset password using token,Generate and store password reset token,0.79137122631073
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserCredentials,validatePassword,+ validatePassword (passwordAttempt : String) : boolean,True,2,Validate provided password,Validate credentials,0.6950473189353943
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserCredentials,validatePasswordResetToken,+ validatePasswordResetToken (token : String) : boolean,True,3,Validate password reset token,Generate and store password reset token,0.7895820736885071
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserProfile,changeRole,# changeRole (newRole : UserRole),True,21,Change the user's role (called by RoleManager),Assign role,0.6660792827606201
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserProfile,markEmailAsVerified,+ markEmailAsVerified (),True,1,Mark email as verified,Verify email,0.6521488428115845
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserProfile,setAccountLockedDate,+ setAccountLockedDate (),True,2,Record account lock timestamp,Record login timestamp,0.5488005876541138
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,UserProfile,updateProfileDetails,"+ updateProfileDetails (name : String, phone : String, address : Address)",True,4,Update user's profile information,Update user profile,0.8325412273406982
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,WasteJourney,cancelJourney,+ cancelJourney (),True,12,Mark the journey as CANCELLED,Confirm cancellation (notification),0.568386435508728
Gemini-2.5-Pro-Preview-05-06,8,Gemini-2.5-Pro-Preview-05-06_run8.json,WasteJourney,completeJourney,+ completeJourney (),False,,,Update request status to completed,0.33157333731651306
